Western United States;Eastern United States;Alaska;Peru;Alberta;Argentina;Northwest Territory;,Western United States&1;Eastern United States&1;Alaska&1;Peru&0;Alberta&0;Argentina&0;Northwest Territory&0;,-1.0,1.0
Central America;Alaska;Alberta;Venezuela;Northwest Territory;,Central America&1;Alaska&1;Alberta&1;Venezuela&0;Northwest Territory&0;,-1.9701,0.9702989999999999
Brazil;Greenland;Central America;Eastern United States;Peru;,Brazil&1;Greenland&1;Central America&1;Eastern United States&0;Peru&0;,1.0,1.0
Western United States;Central America;Alaska;Peru;Argentina;Northwest Territory;,Western United States&1;Central America&1;Alaska&1;Peru&0;Argentina&0;Northwest Territory&0;,1.0,1.0
Western United States;Central America;Eastern United States;Quebec;Peru;Alberta;Venezuela;,Western United States&1;Central America&25;Eastern United States&5;Quebec&1;Peru&2;Alberta&5;Venezuela&1;,0.0,0.99
Western United States;Central America;Eastern United States;Quebec;Peru;Alberta;Venezuela;,Western United States&1;Central America&1;Eastern United States&1;Quebec&0;Peru&0;Alberta&0;Venezuela&0;,-1.0,1.0
Western United States;Central America;Eastern United States;Quebec;Peru;Alberta;Venezuela;,Western United States&1;Central America&1;Eastern United States&1;Quebec&1;Peru&24;Alberta&2;Venezuela&10;,1.0,1.0
Brazil;Ontario;Western United States;Central America;Peru;Argentina;Venezuela;,Brazil&1;Ontario&1;Western United States&1;Central America&1;Peru&1;Argentina&0;Venezuela&0;,29.310756981446406,0.11407803532657627
Greenland;Alaska;Ontario;Northwest Territory;,Greenland&1;Alaska&1;Ontario&1;Northwest Territory&0;,-41.33740584246328,0.358748297681892
Central America;Alaska;Western United States;Alberta;Venezuela;,Central America&1;Alaska&1;Western United States&1;Alberta&0;Venezuela&0;,1.0299950399000002,0.9414801494009999
Ontario;Central America;Alaska;Northwest Territory;,Ontario&1;Central America&1;Alaska&1;Northwest Territory&0;,-3.9701000000000004,0.9702989999999999
Central America;Alaska;Argentina;Northwest Territory;,Central America&1;Alaska&1;Argentina&1;Northwest Territory&0;,2.0,0.99
Western United States;Central America;Alaska;Eastern United States;Alberta;Venezuela;Northwest Territory;,Western United States&1;Central America&1;Alaska&1;Eastern United States&0;Alberta&0;Venezuela&0;Northwest Territory&0;,-1.0,1.0
Brazil;Western United States;Central America;Alaska;Alberta;Venezuela;,Brazil&1;Western United States&1;Central America&1;Alaska&0;Alberta&0;Venezuela&0;,0.0,0.99
Brazil;Central America;Alaska;Eastern United States;Western United States;Alberta;Argentina;Venezuela;Northwest Territory;,Brazil&1;Central America&1;Alaska&1;Eastern United States&0;Western United States&0;Alberta&0;Argentina&0;Venezuela&0;Northwest Territory&0;,2.0,0.99
Brazil;Greenland;Peru;Alaska;Ontario;Argentina;Venezuela;Northwest Territory;,Brazil&1;Greenland&1;Peru&1;Alaska&1;Ontario&1;Argentina&0;Venezuela&0;Northwest Territory&0;,1.0,1.0
Ontario;Eastern United States;Alaska;Northwest Territory;,Ontario&1;Eastern United States&1;Alaska&1;Northwest Territory&0;,-1.0,1.0
